time;game;playerid;win/lose;
4:52:18 ;RatRace;76561198036774377;-10;
5:5:44 ;DiceGame;76561198036774377;-3;
5:43:56 ;RatRace;76561198036774377;-60;
6:57:31 ;RatRace;76561198036774377;-4;
6:59:5 ;BlackJack;76561198036774377;-10;
6:59:12 ;BlackJack;76561198036774377;-10;
6:59:16 ;BlackJack;76561198036774377;-10;
6:59:20 ;BlackJack;76561198036774377;-10;
6:59:23 ;BlackJack;76561198036774377;-10;
